code,faction,name,folder,unitgroup,buildtime,metalcost,energycost,health,speed,maxacc,maxdec,maxslope,maxwaterdepth,sightdistance,turnrate,turninplace,canmove,techlevel,n_weapons,best_dps,total_dps,max_range,min_range,max_aoe,has_aa,has_anti_sub,has_paralyzer,wt_cannon,wt_beamlaser,wt_lasercannon,wt_missilelauncher,wt_starburstlauncher,wt_torpedolauncher,wt_emgcannon,wt_aircraftbomb,wt_flame,wt_dgun,wt_shield,wt_other
armrad,Armada,Radar Tower,ArmBuildings,util,1140.0,60.0,630.0,90.0,0,0,0,10.0,0,680.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armrl,Armada,Nettle,ArmBuildings,aa,1800.0,80.0,900.0,330.0,0,0,0,20.0,0,455.0,0,0,0,1,1,67.65,67.65,765.0,765.0,48.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
armsd,Armada,Tracer,ArmBuildings,util,11900.0,710.0,7100.0,2650.0,0,0,0,10.0,0,240.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armshltx,Armada,Experimental Gantry,ArmBuildings,buildert3,62000.0,7900.0,58000.0,16000.0,0,0,0,10.0,0,273.0,0,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armshltxuw,Armada,Experimental Gantry,ArmBuildings,buildert3,62000.0,7900.0,58000.0,16000.0,0,0,0,10.0,0,273.0,0,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armsilo,Armada,Armageddon,ArmBuildings,nuke,178500.0,8100.0,90000.0,5900.0,0,0,0,10.0,0,455.0,0,0,0,2,2,316.67,316.67,72000.0,0.0,1280.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
armsolar,Armada,Solar Collector,ArmBuildings,energy,2600.0,155.0,0,340.0,0,0,0,10.0,0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armsy,Armada,Shipyard,ArmBuildings,builder,5160.0,450.0,950.0,4100.0,0,0,0,0,0,340.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armtarg,Armada,Pinpointer,ArmBuildings,util,8700.0,810.0,7200.0,2100.0,0,0,0,10.0,0,273.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armtide,Armada,Tidal Generator,ArmBuildings,energy,2190.0,90.0,200.0,400.0,0,0,0,10.0,0,130.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armtl,Armada,Harpoon,ArmBuildings,sub,3700.0,170.0,1500.0,1300.0,0,0,0,0,0,494.0,0,0,0,1,1,186.67,186.67,500.0,500.0,16.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
armuwadves,Armada,Hardened Energy Storage,ArmBuildings,energy,20300.0,830.0,10000.0,11700.0,0,0,0,20.0,9999.0,169.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armuwadvms,Armada,Hardened Metal Storage,ArmBuildings,metal,20400.0,750.0,11500.0,10300.0,0,0,0,20.0,9999.0,195.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armuwageo,Armada,Advanced Geothermal Powerplant,ArmBuildings,energy,50000.0,1600.0,27000.0,3600.0,0,0,0,15.0,99999.0,273.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armuwes,Armada,Naval Energy Storage,ArmBuildings,energy,4110.0,170.0,1700.0,1890.0,0,0,0,20.0,0,182.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armuwfus,Armada,Naval Fusion Reactor,ArmBuildings,energy,99900.0,5200.0,33500.0,5600.0,0,0,0,10.0,0,143.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armuwgeo,Armada,Offshore Geothermal Powerplant,ArmBuildings,energy,13100.0,560.0,13000.0,1940.0,0,0,0,20.0,99999.0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armuwmme,Armada,Naval Advanced Metal Extractor,ArmBuildings,metal,14900.0,620.0,7700.0,2800.0,0,0,0,30.0,0,182.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armuwmmm,Armada,Naval Advanced Energy Converter,ArmBuildings,metal,35000.0,380.0,21000.0,445.0,0,0,0,16.0,0,156.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armuwms,Armada,Naval Metal Storage,ArmBuildings,metal,2920.0,330.0,570.0,3600.0,0,0,0,20.0,0,182.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armveil,Armada,Veil,ArmBuildings,util,9100.0,125.0,19000.0,830.0,0,0,0,10.0,0,155.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armvp,Armada,Vehicle Plant,ArmBuildings,builder,5700.0,590.0,1550.0,3000.0,0,0,0,15.0,0,273.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armvulc,Armada,Ragnarok,ArmBuildings,weapon,1400000.0,70000.0,830000.0,32000.0,0,0,0,13.0,0,700.0,0,0,0,2,1,2708.33,2708.33,5750.0,5750.0,135.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
armwin,Armada,Wind Turbine,ArmBuildings,energy,1600.0,40.0,175.0,196.0,0,0,0,10.0,0,273.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armbanth,Armada,Titan,ArmGantry,weapon,360000.0,13500.0,286000.0,69000.0,45.6,0.11845,0.7521,17.0,12.0,617.0,1214.40002,1,1,3,4,800.0,1452.5,860.0,0.0,128.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
armlun,Armada,Lunkhead,ArmGantry,weapon,40000.0,1150.0,23000.0,5300.0,50.1,0.01788,0.01788,16.0,0,620.0,250.0,1,1,3,2,205.56,318.06,575.0,400.0,160.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
armmar,Armada,Marauder,ArmGantry,weapon,33000.0,970.0,21000.0,4900.0,94.5,0.253,0.8211,17.0,32.0,455.0,1214.40002,1,1,3,2,335.71,378.57,600.0,350.0,48.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
armraz,Armada,Razorback,ArmGantry,weapon,120000.0,3800.0,68000.0,13300.0,69.0,0.2369,0.9039,15.0,22.0,450.0,600.0,1,1,3,1,183.16,183.16,475.0,475.0,32.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
armthor,Armada,Thor,ArmGantry,emp,320000.0,9000.0,240000.0,56000.0,54.0,0.015,0.03,14.0,20.0,600.0,180.0,1,1,3,4,1200.0,2496.77,1050.0,350.0,196.0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1
armvang,Armada,Vanguard,ArmGantry,weapon,120000.0,3300.0,71000.0,8500.0,33.0,0.02645,0.345,17.0,0,625.0,265.64999,1,1,3,3,158.12,316.25,1450.0,1450.0,192.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
armah,Armada,Sweeper,ArmHovercraft,aa,3560.0,230.0,4500.0,1070.0,88.5,0.06585,0.06585,16.0,0,509.0,490.0,1,1,1,2,28.18,28.18,830.0,700.0,48.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
armanac,Armada,Crocodile,ArmHovercraft,weapon,3000.0,270.0,2400.0,1530.0,69.99,0.05333,0.05333,16.0,0,509.0,525.0,1,1,1,1,70.0,70.0,370.0,370.0,32.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
armch,Armada,Construction Hovercraft,ArmHovercraft,builder,4470.0,200.0,2700.0,1440.0,66.9,0.04318,0.12,16.0,0,351.0,425.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armmh,Armada,Possum,ArmHovercraft,weapon,3300.0,175.0,3000.0,530.0,63.9,0.04561,0.04561,16.0,0,509.0,470.0,1,1,1,1,50.0,50.0,710.0,710.0,64.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
armsh,Armada,Seeker,ArmHovercraft,weapon,1700.0,85.0,1250.0,290.0,113.7,0.1105,0.1105,16.0,0,550.0,640.0,1,1,1,1,60.0,60.0,230.0,230.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
armcsa,Armada,Construction Seaplane,ArmSeaplanes,builder,14500.0,150.0,7800.0,405.0,192.0,0.07,0.4275,10.0,255.0,430.0,240.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armsaber,Armada,Sabre,ArmSeaplanes,weapon,11000.0,210.0,6400.0,1010.0,156.89999,0.24,0.46,10.0,255.0,595.0,720.0,0,1,1,1,66.67,66.67,425.0,425.0,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
armsb,Armada,Tsunami,ArmSeaplanes,weapon,10000.0,240.0,7500.0,1170.0,267.29999,0.06,0.045,10.0,255.0,455.0,0,0,1,1,1,28.57,28.57,1280.0,1280.0,128.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
armseap,Armada,Puffin,ArmSeaplanes,sub,18000.0,290.0,6500.0,1380.0,271.20001,0.2,0.375,10.0,255.0,535.0,720.0,0,1,1,1,114.0,114.0,600.0,600.0,16.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
armsehak,Armada,Horizon,ArmSeaplanes,util,11000.0,125.0,7000.0,580.0,338.10001,0.1325,0.05,10.0,255.0,1100.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armsfig,Armada,Cyclone,ArmSeaplanes,aa,7000.0,90.0,4500.0,220.0,310.79999,0.2075,0.1,10.0,255.0,430.0,0,0,1,1,1,252.0,252.0,710.0,710.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
armaas,Armada,Dragonslayer,ArmShips,aa,21000.0,1000.0,12000.0,3900.0,63.0,0.03875,0.03875,0,0,475.0,405.0,1,1,2,3,272.73,351.48,840.0,790.0,140.0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
armacsub,Armada,Advanced Construction Sub,ArmShips,buildert2,23000.0,700.0,9000.0,1110.0,72.0,0.04428,0.04428,0,0,156.0,405.0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armantiship,Armada,Haven,ArmShips,antinuke,27000.0,1400.0,12000.0,5000.0,63.0,0.01722,0.01722,0,0,1000.0,180.0,1,1,2,1,750.0,750.0,72000.0,72000.0,420.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
armbats,Armada,Dreadnought,ArmShips,weapon,50000.0,3300.0,22000.0,9800.0,57.9,0.01583,0.01583,0,0,600.0,180.0,1,1,2,2,300.0,600.0,880.0,880.0,140.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
armcrus,Armada,Paladin,ArmShips,weaponsub,23000.0,1000.0,12000.0,5600.0,60.0,0.02952,0.02952,0,0,600.0,270.0,1,1,2,3,225.23,482.28,500.0,430.0,32.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
armcs,Armada,Construction Ship,ArmShips,builder,3460.0,200.0,2000.0,1040.0,65.4,0.04022,0.04022,0,0,400.0,405.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armdecade,Armada,Dolphin,ArmShips,weapon,2450.0,175.0,1500.0,970.0,104.7,0.1004,0.1004,0,0,375.0,450.0,1,1,1,2,22.5,45.0,280.0,280.0,8.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
armepoch,Armada,Epoch,ArmShips,weapon,290000.0,20000.0,190000.0,50000.0,53.85,0.01104,0.01104,0,0,689.0,135.0,1,1,2,7,225.0,1137.18,2450.0,830.0,160.0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0
armlship,Armada,Maelstrom,ArmShips,weapon,15000.0,570.0,11400.0,2200.0,99.0,0.065,0.065,0,0,500.0,450.0,1,1,2,2,69.0,94.0,710.0,400.0,48.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
armmls,Armada,Voyager,ArmShips,buildert2,6000.0,190.0,3200.0,1460.0,66.0,0.04059,0.04059,0,0,300.0,405.0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armmship,Armada,Longbow,ArmShips,weapon,24000.0,2000.0,10000.0,3350.0,63.0,0.0287,0.0387,0,0,318.5,350.0,1,1,2,2,108.33,177.33,1550.0,710.0,300.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
armpship,Armada,Ellysaw,ArmShips,weapon,4250.0,380.0,2550.0,2150.0,81.0,0.04771,0.04771,0,0,500.0,375.0,1,1,1,2,58.33,116.67,470.0,470.0,36.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
armpt,Armada,Skater,ArmShips,weaponaa,2700.0,150.0,1000.0,780.0,93.0,0.07011,0.07011,0,0,750.0,540.0,1,1,1,2,65.45,122.6,760.0,300.0,48.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
armrecl,Armada,Grim Reaper,ArmShips,builder,6200.0,210.0,3000.0,420.0,66.0,0.05262,0.05262,0,0,300.0,525.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armroy,Armada,Corsair,ArmShips,weaponsub,10200.0,880.0,6600.0,3700.0,67.2,0.03061,0.03061,0,0,500.0,300.0,1,1,1,2,146.88,259.38,700.0,400.0,48.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
armserp,Armada,Serpent,ArmShips,sub,32000.0,1800.0,27000.0,3550.0,45.0,0.02,0.02,0,0,550.0,400.0,1,1,2,2,103.12,206.25,800.0,800.0,120.0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
armsjam,Armada,Bermuda,ArmShips,util,20000.0,310.0,5000.0,1350.0,45.0,0.04059,0.04059,0,0,390.0,405.0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armsub,Armada,Eel,ArmShips,sub,5800.0,440.0,3100.0,840.0,66.0,0.04592,0.04592,0,0,400.0,480.0,1,1,1,1,85.5,85.5,500.0,500.0,64.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
armsubk,Armada,Barracuda,ArmShips,sub,28000.0,950.0,17000.0,2350.0,81.0,0.05,0.05,0,0,390.0,540.0,1,1,2,1,175.0,175.0,400.0,400.0,16.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
armacv,Armada,Advanced Construction Vehicle,ArmVehicles,buildert2,16000.0,550.0,6800.0,2050.0,52.5,0.02963,0.11852,16.0,18.0,289.89999,399.0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armart,Armada,Shellshocker,ArmVehicles,weapon,3000.0,135.0,2200.0,620.0,54.0,0.02727,0.05454,15.0,8.0,364.0,393.79999,1,1,1,1,42.33,42.33,710.0,710.0,75.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
armbeaver,Armada,Beaver,ArmVehicles,builder,6700.0,150.0,3100.0,1030.0,42.0,0.01842,0.11052,16.0,255.0,266.0,311.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armbull,Armada,Bull,ArmVehicles,weapon,23000.0,950.0,13000.0,4650.0,62.0,0.03542,0.07083,12.0,15.0,494.0,365.0,1,1,2,1,245.45,245.45,460.0,460.0,130.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
armconsul,Armada,Consul,ArmVehicles,buildert2,8500.0,250.0,4300.0,1080.0,78.0,0.07029,0.14059,18.0,18.0,500.0,635.0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armcroc,Armada,Turtle,ArmVehicles,weapon,21000.0,750.0,15000.0,5000.0,54.0,0.03252,0.06504,12.0,255.0,500.0,360.0,1,1,2,2,140.62,175.92,765.0,480.0,64.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
armcv,Armada,Construction Vehicle,ArmVehicles,builder,4050.0,135.0,1950.0,1380.0,54.0,0.03329,0.13316,16.0,18.0,253.0,435.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armfav,Armada,Rover,ArmVehicles,weapon,950.0,31.0,370.0,105.0,168.0,0.16659,0.33318,26.0,12.0,635.0,653.0,1,1,1,1,35.0,35.0,180.0,180.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
armflash,Armada,Blitz,ArmVehicles,weapon,1960.0,110.0,900.0,750.0,101.0,0.06788,0.13575,10.0,12.0,350.0,544.0,1,1,1,1,30.0,30.0,180.0,180.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
armgremlin,Armada,Gremlin,ArmVehicles,weapon,8500.0,230.0,3700.0,1060.0,70.5,0.0697,0.13939,12.0,0,494.0,701.79999,1,1,2,1,87.5,87.5,220.0,220.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
armjam,Armada,Umbra,ArmVehicles,util,7000.0,105.0,1700.0,510.0,33.0,0.02416,0.04831,16.0,0,300.0,505.0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armjanus,Armada,Janus,ArmVehicles,weapon,3550.0,240.0,2600.0,1030.0,54.0,0.02111,0.04222,10.0,12.0,325.0,271.0,1,1,1,2,44.0,88.0,380.0,380.0,128.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
armlatnk,Armada,Jaguar,ArmVehicles,weaponaa,8000.0,330.0,6400.0,1060.0,90.0,0.05833,0.11666,10.0,12.0,390.0,440.0,1,1,2,2,42.86,57.52,600.0,300.0,48.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
armmanni,Armada,Starlight,ArmVehicles,weapon,33000.0,1200.0,18500.0,2800.0,42.0,0.00715,0.01431,12.0,0,650.0,120.8,1,1,2,1,531.91,531.91,950.0,950.0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
armmart,Armada,Mauser,ArmVehicles,weapon,8500.0,320.0,4900.0,1070.0,60.0,0.033,0.066,12.0,0,286.0,270.0,1,1,2,1,85.25,85.25,820.0,820.0,120.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
armmerl,Armada,Ambassador,ArmVehicles,weapon,21000.0,920.0,6500.0,1220.0,33.0,0.02489,0.04978,16.0,12.0,247.0,520.29999,1,1,2,1,105.56,105.56,1300.0,1300.0,150.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
armmlv,Armada,Groundhog,ArmVehicles,builder,3520.0,57.0,1100.0,335.0,75.0,0.07135,0.1427,16.0,0,450.0,629.0,1,1,1,1,5.0,5.0,220.0,220.0,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
armpincer,Armada,Pincer,ArmVehicles,weapon,2610.0,200.0,2000.0,1340.0,63.0,0.03572,0.07144,15.0,125.0,500.0,398.0,1,1,1,1,77.33,77.33,305.0,305.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
armsam,Armada,Whistler,ArmVehicles,weaponaa,3420.0,150.0,2100.0,820.0,55.0,0.0236,0.0472,16.0,12.0,620.0,370.0,1,1,1,2,48.0,73.8,700.0,550.0,48.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
armseer,Armada,Prophet,ArmVehicles,util,7500.0,125.0,2000.0,980.0,57.0,0.04878,0.09757,16.0,0,900.0,605.0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armstump,Armada,Stout,ArmVehicles,weapon,2900.0,225.0,2000.0,1780.0,75.9,0.0438,0.08759,10.0,12.0,325.0,340.0,1,1,1,1,83.14,83.14,350.0,350.0,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
armyork,Armada,Shredder,ArmVehicles,aa,13000.0,450.0,9100.0,2600.0,70.5,0.06111,0.12223,16.0,12.0,390.0,618.20001,1,1,2,2,272.73,272.73,775.0,775.0,140.0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
armcom,Armada,Armada Commander,armcom.lua,builder,75000.0,2700.0,26000.0,3700.0,37.5,0.18,1.125,20.0,35.0,450.0,1148.0,0,1,1,3,200.0,387.5,300.0,250.0,36.0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
coraca,Cortex,Advanced Construction Aircraft,CorAircraft,buildert2,22000.0,360.0,11000.0,205.0,181.5,0.065,0.4275,10.0,0,430.0,240.0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corape,Cortex,Wasp,CorAircraft,weapon,18000.0,370.0,6800.0,1560.0,159.0,0.2,0.2,10.0,0,550.0,600.0,0,1,2,1,110.91,110.91,410.0,410.0,128.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
corawac,Cortex,Condor,CorAircraft,util,16000.0,180.0,8300.0,990.0,321.0,0.1575,0.0375,10.0,0,1250.0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corbw,Cortex,Shuriken,CorAircraft,emp,2070.0,58.0,1300.0,83.0,280.5,0.25,0.55,10.0,0,430.0,1100.0,0,1,1,1,500.0,500.0,220.0,220.0,8.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
corca,Cortex,Construction Aircraft,CorAircraft,builder,8360.0,115.0,3200.0,161.0,201.0,0.06,0.4275,10.0,0,430.0,240.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corcrwh,Cortex,Dragon,CorAircraft,weapon,120000.0,5100.0,72000.0,16700.0,114.9,0.15,0.15,10.0,0,494.0,300.0,0,1,2,6,112.5,560.0,840.0,450.0,128.0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0
corfink,Cortex,Finch,CorAircraft,util,2400.0,51.0,1450.0,100.0,360.0,0.1825,0.0125,10.0,0,835.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corhurc,Cortex,Hailstorm,CorAircraft,weapon,36000.0,310.0,18500.0,1520.0,248.399,0.0525,0.045,10.0,0,430.0,0,0,1,2,1,47.57,47.57,1280.0,1280.0,180.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
corhvytrans,Cortex,Hephaestus,CorAircraft,,8500.0,190.0,4000.0,800.0,100.0,0.09,0.75,10.0,0,430.0,550.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corseah,Cortex,Skyhook,CorAircraft,,12500.0,370.0,6400.0,2200.0,200.0,0.15,0.5,10.0,0,500.0,380.0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corshad,Cortex,Whirlwind,CorAircraft,weapon,5050.0,150.0,4600.0,680.0,234.0,0.0575,0.055,10.0,0,430.0,0,0,1,1,1,18.67,18.67,1280.0,1280.0,168.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cortitan,Cortex,Angler,CorAircraft,sub,18000.0,410.0,8200.0,1960.0,279.0,0.1325,0.0725,10.0,0,500.0,0,0,1,2,1,150.0,150.0,400.0,400.0,150.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
corvalk,Cortex,Hercules,CorAircraft,,4120.0,74.0,1450.0,280.0,198.0,0.09,0.75,10.0,0,430.0,550.0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corvamp,Cortex,Nighthawk,CorAircraft,aa,10000.0,135.0,4750.0,290.0,379.5,0.2075,0.0875,10.0,0,430.0,0,0,1,2,1,500.0,500.0,740.0,740.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
corveng,Cortex,Valiant,CorAircraft,aa,3330.0,73.0,2800.0,156.0,297.60001,0.1825,0.065,10.0,0,430.0,0,0,1,1,1,138.89,138.89,680.0,680.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
coraak,Cortex,Manticore,CorBots,aa,11000.0,650.0,6200.0,3200.0,34.5,0.138,0.6486,0,0,390.0,1048.79993,1,1,2,2,156.25,210.8,1300.0,775.0,140.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
corack,Cortex,Advanced Construction Bot,CorBots,buildert2,12500.0,470.0,6900.0,1000.0,33.0,0.4692,2.9325,20.0,25.0,318.5,1075.25,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corak,Cortex,Grunt,CorBots,weapon,1250.0,42.0,820.0,280.0,81.0,0.4,0.7,17.0,25.0,500.0,1200.0,1,1,1,1,74.0,74.0,215.0,215.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
coramph,Cortex,Duck,CorBots,weaponsub,12500.0,330.0,9500.0,2350.0,55.5,0.1035,0.6486,14.0,0,400.0,1147.69995,1,1,2,2,132.35,174.02,400.0,300.0,16.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
corcan,Cortex,Sumo,CorBots,weapon,15000.0,560.0,9300.0,5940.0,37.5,0.138,0.6486,14.0,21.0,350.0,1115.5,1,1,2,2,343.75,343.75,275.0,275.0,8.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
corck,Cortex,Construction Bot,CorBots,builder,3550.0,120.0,1750.0,750.0,34.5,0.5244,3.2775,20.0,25.0,299.0,1201.75,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corcrash,Cortex,Trasher,CorBots,aa,1900.0,125.0,1100.0,640.0,53.49,0.138,0.6486,15.0,0,379.60001,1278.79993,1,1,1,2,55.0,55.0,800.0,760.0,48.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
cordecom,Cortex,Commander,CorBots,buildert2,33000.0,750.0,13000.0,3700.0,37.5,0.18,1.125,20.0,35.0,450.0,1133.0,0,1,2,3,187.5,294.44,300.0,260.0,36.0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
